\\amber\Rifftrax\Live\RiffTraxLive - JackTheGiantKiller_iPad.mp4,RiffTraxLive - JackTheGiantKiller_iPad.mp4
\\amber\Rifftrax\Live\RiffTraxLive - SantaConquersTheMartians.mp4,RiffTraxLive - SantaConquersTheMartians.mp4
\\amber\Rifftrax\Live\RiffTraxLive-Amityville4TheEvilEscapes.mp4,RiffTraxLive-Amityville4TheEvilEscapes.mp4
\\amber\Rifftrax\Live\RiffTraxLive-GiantSpiderInvasion.mp4,RiffTraxLive-GiantSpiderInvasion.mp4
\\amber\Rifftrax\Live\RiffTraxLive-Hobgoblins.mp4,RiffTraxLive-Hobgoblins.mp4
\\amber\Rifftrax\Live\RiffTraxLive-MiamiConnection.mp4,RiffTraxLive-MiamiConnection.mp4
\\amber\Rifftrax\Live\RiffTraxLive-Octaman.mp4,RiffTraxLive-Octaman.mp4
\\amber\Rifftrax\Live\RiffTraxLive-Plan9FromOuterSpace.mp4,RiffTraxLive-Plan9FromOuterSpace.mp4
\\amber\Rifftrax\Live\RiffTraxLive-Rad.mp4,RiffTraxLive-Rad.mp4
\\amber\Rifftrax\Live\RiffTraxLive-ReturnOfSwampThing.mp4,RiffTraxLive-ReturnOfSwampThing.mp4
\\amber\Rifftrax\Live\RiffTraxLive-SantaClaus.mp4,RiffTraxLive-SantaClaus.mp4
\\amber\Rifftrax\Live\RiffTraxLive-SantaConquersTheMartians.mp4,RiffTraxLive-SantaConquersTheMartians.mp4
\\amber\Rifftrax\Live\RiffTraxLive-SpaceMutiny.mp4,RiffTraxLive-SpaceMutiny.mp4
\\amber\Rifftrax\Live\RiffTraxLive-Timechasers.mp4,RiffTraxLive-Timechasers.mp4
\\amber\Rifftrax\Live\RiffTraxLiveSharknado.mp4,Sharknado (2013).mp4
\\amber\Rifftrax\Live\The.Room.2003.720p.Riffv2.Riffv1.6ch.2ch.5subs.mkv,The.Room.2003.720p.Riffv2.Riffv1.6ch.2ch.5subs.mkv
\\amber\Rifftrax\Mathew J Elliot\AssignmentOuterSpace.mp4,Assignment_ Outer Space (1960).mp4
\\amber\Rifftrax\Mathew J Elliot\AtomAgeVampire.mp4,Atom Age Vampire (1960).mp4
\\amber\Rifftrax\Mathew J Elliot\FlashGordon1954_Part1.mp4,FlashGordon1954_Part1.mp4
\\amber\Rifftrax\Mathew J Elliot\FlashGordon_Part2.mp4,FlashGordon_Part2.mp4
\\amber\Rifftrax\Mathew J Elliot\KingOfKongIsland.mpeg,King of Devil's Island (2010).mpeg
\\amber\Rifftrax\Mathew J Elliot\PlanetOutlaws.mp4,Planet Outlaws (1953).mp4
\\amber\Rifftrax\Mathew J Elliot\PurpleDeathFromOuterSpace.mp4,Purple Death from Outer Space (1966).mp4
\\amber\Rifftrax\Mathew J Elliot\Snowbeast.mp4,Snowbeast (1977).mp4
\\amber\Rifftrax\Shorts\ABadgersBadDay.mp4,A Badger's Bad Day (1959).mp4
\\amber\Rifftrax\Shorts\ABoyOfIndia.wmv,A Nice Indian Boy (2024).wmv
\\amber\Rifftrax\Shorts\ACaseOfSpringFever.mp4,A Case of Spring Fever (1940).mp4
\\amber\Rifftrax\Shorts\ADayOfThanksgiving.mp4,A Day of Thanksgiving (1951).mp4
\\amber\Rifftrax\Shorts\Alcohol.wmv,Alcohol (2026).wmv
\\amber\Rifftrax\Shorts\Animal Homes -Rifftrax.mp4,Animal Homes -Rifftrax.mp4
\\amber\Rifftrax\Shorts\AtYourFingertips-Grasses.mpeg,AtYourFingertips-Grasses.mpeg
\\amber\Rifftrax\Shorts\AtYourFingertips-PlayClay.mp4,AtYourFingertips-PlayClay.mp4
\\amber\Rifftrax\Shorts\BasicJobSkills-Customers.mpg,BasicJobSkills-Customers.mpg
\\amber\Rifftrax\Shorts\Batman Shorts\Batman and Robin 1 - Batman Takes Over.mpeg,Batman and Robin 1 - Batman Takes Over.mpeg
\\amber\Rifftrax\Shorts\Batman Shorts\Batman and Robin 10 - Batmans Last Chance.mp4,Batman and Robin 10 - Batmans Last Chance.mp4
\\amber\Rifftrax\Shorts\Batman Shorts\Batman and Robin 11 - Batman-Robins Ruse.mp4,Batman and Robin 11 - Batman-Robins Ruse.mp4
\\amber\Rifftrax\Shorts\Batman Shorts\Batman and Robin 12 - Robin Rides the Wind.mp4,Batman and Robin 12 - Robin Rides the Wind.mp4
\\amber\Rifftrax\Shorts\Batman Shorts\Batman and Robin 13 - The Wizards Challenge.mp4,Batman and Robin 13 - The Wizards Challenge.mp4
\\amber\Rifftrax\Shorts\Batman Shorts\Batman and Robin 14 - Batman Vs The Wizard.mp4,Batman and Robin 14 - Batman Vs The Wizard.mp4
\\amber\Rifftrax\Shorts\Batman Shorts\Batman and Robin 15 - Batman Victorious.mp4,Batman and Robin 15 - Batman Victorious.mp4
\\amber\Rifftrax\Shorts\Batman Shorts\Batman and Robin 2 - Tunnel of Terror.mpeg,Batman and Robin 2 - Tunnel of Terror.mpeg
\\amber\Rifftrax\Shorts\Batman Shorts\Batman and Robin 3 -Robin's Wild Ride.mpeg,Batman and Robin 3 -Robin's Wild Ride.mpeg
\\amber\Rifftrax\Shorts\Batman Shorts\Batman and Robin 4 - Batman Trapped.mpeg,Batman and Robin 4 - Batman Trapped.mpeg
\\amber\Rifftrax\Shorts\Batman Shorts\Batman and Robin 5 - Robin Rescues Batman.mpeg,Batman and Robin 5 - Robin Rescues Batman.mpeg
\\amber\Rifftrax\Shorts\Batman Shorts\Batman and Robin 6 - Target - Robin.mpeg,Batman and Robin 6 - Target - Robin.mpeg
\\amber\Rifftrax\Shorts\Batman Shorts\Batman and Robin 7 - The Fatal Blast.mpeg,Batman and Robin 7 - The Fatal Blast.mpeg
\\amber\Rifftrax\Shorts\Batman Shorts\Batman and Robin 8 - Robin Meets the Wizard.mpeg,Batman and Robin 8 - Robin Meets the Wizard.mpeg
\\amber\Rifftrax\Shorts\Batman Shorts\Batman and Robin 9 - The Wizard Strikes Back.mp4,Batman and Robin 9 - The Wizard Strikes Back.mp4
\\amber\Rifftrax\Shorts\BeginningResponsibility-BrokenBookshop.wmv,BeginningResponsibility-BrokenBookshop.wmv
\\amber\Rifftrax\Shorts\BehaveBernard.mp4,"Behave, Bernard! (1983).mp4"
\\amber\Rifftrax\Shorts\BillysHelicopterRide[iPod].mp4,Billy's Helicopter Ride (1962).mp4
\\amber\Rifftrax\Shorts\BR-GettingReadyForSchool.mp4,BR-GettingReadyForSchool.mp4
\\amber\Rifftrax\Shorts\ChipmunkFamily.mpeg,Chipman Family.mpeg
\\amber\Rifftrax\Shorts\Choking-ToSaveALife.mp4,Choking-ToSaveALife.mp4
\\amber\Rifftrax\Shorts\ChristmasWithRiffTrax-SantasVillageOfMadness.mpeg,ChristmasWithRiffTrax-SantasVillageOfMadness.mpeg
\\amber\Rifftrax\Shorts\CleanAndNeatWithHarvAndMarv.mp4,Clean and Neat with Harv and Marv (1975).mp4
\\amber\Rifftrax\Shorts\CookingTerms.mp4,On Speaking Terms (1997).mp4
\\amber\Rifftrax\Shorts\CooksAndChefs.wmv,Cooks and Chefs (1970).wmv
\\amber\Rifftrax\Shorts\CorkytheCrow.wmv,Corky the Crow (1960).wmv
\\amber\Rifftrax\Shorts\CountyFair.wmv,County Fair (1950).wmv
\\amber\Rifftrax\Shorts\Courtesy-AGoodEggsample.mpg,Courtesy-AGoodEggsample.mpg
\\amber\Rifftrax\Shorts\CourtesyCountsALot.mpg,Courtesy Counts a Lot (1976).mpg
\\amber\Rifftrax\Shorts\DangerKeepOut.wmv,Danger Keep Out! (1987).wmv
\\amber\Rifftrax\Shorts\DavidAndHazel.wmv,David and Hazel_ A Story in Communication (1964).wmv
\\amber\Rifftrax\Shorts\Dinosaurs.mpg,Dinosaurs (2023).mpg
\\amber\Rifftrax\Shorts\DuckAndCover.mp4,Duck and Cover (1952).mp4
\\amber\Rifftrax\Shorts\Families-EarningandSpending.wmv,Families-EarningandSpending.wmv
\\amber\Rifftrax\Shorts\FarmBabiesAndTheirMothers_iPad.mp4,FarmBabiesAndTheirMothers_iPad.mp4
\\amber\Rifftrax\Shorts\FashionHorizons.mp4,Fashion Horizons (1940).mp4
\\amber\Rifftrax\Shorts\Feelings-FeelingAlone.wmv,Feelings-FeelingAlone.wmv
\\amber\Rifftrax\Shorts\FishThatNearlyDrowned_iPad.mp4,FishThatNearlyDrowned_iPad.mp4
\\amber\Rifftrax\Shorts\FlashThatSmile.mp4,Flash That Smile (1984).mp4
\\amber\Rifftrax\Shorts\Friends.mp4,Friends (1994).mp4
\\amber\Rifftrax\Shorts\Friends.wmv,Friends (1994).wmv
\\amber\Rifftrax\Shorts\FrustratingFours.mp4,The Frustrating Fours and Fascinating Fives (1953).mp4
\\amber\Rifftrax\Shorts\GettingAngry.mp4,Getting Angry (1966).mp4
\\amber\Rifftrax\Shorts\GoodbyeWeeds.mpg,"Goodbye, Weeds (1946).mpg"
\\amber\Rifftrax\Shorts\HareAndTheTortoise.mpeg,The Hare and the Tortoise (1979).mpeg
\\amber\Rifftrax\Shorts\Health-YourPosture.mp4,Health-YourPosture.mp4
\\amber\Rifftrax\Shorts\HowToBeCourteousToMaryJo.mp4,How to Be Awesome at Your Job (2016).mp4
\\amber\Rifftrax\Shorts\HowToKeepAJob.mp4,How to Keep a Job (1949).mp4
\\amber\Rifftrax\Shorts\ImproveYourPronunciation.mpg,Improve Your Pronunciation (1972) (2).mpg
\\amber\Rifftrax\Shorts\JackAndTheBeanstalk.mp4,Jack and the Beanstalk (2009).mp4
\\amber\Rifftrax\Shorts\JimmyOfTheSafetyPatrol.mpeg,Jimmy of the Safety Patrol (1950).mpeg
\\amber\Rifftrax\Shorts\JoinHandsLetGo.wmv,"Join Hands, Let Go! (1969).wmv"
\\amber\Rifftrax\Shorts\JoyRide.mpeg,Joy Ride (2023).mpeg
\\amber\Rifftrax\Shorts\JuanandHisDonkey.mpeg,Alim and His Donkey (1978).mpeg
\\amber\Rifftrax\Shorts\Kangaroos.wmv,Kangaroos (1953).wmv
\\amber\Rifftrax\Shorts\LetsGiveKittyABath.mp4,Let's Give Kitty a Bath! (1985).mp4
\\amber\Rifftrax\Shorts\LetsPretend-MagicSneakers.wmv,LetsPretend-MagicSneakers.wmv
\\amber\Rifftrax\Shorts\LitterMonster.mp4,The Litter Monster (1970).mp4
\\amber\Rifftrax\Shorts\MaintainingClassroomDiscipline.mpeg,Maintaining Classroom Discipline (1947).mpeg
\\amber\Rifftrax\Shorts\MakingSenseWithSentences.mpg,Making Sense with Sentences (1975).mpg
\\amber\Rifftrax\Shorts\MakingSenseWithSentences.wmv,Making Sense with Sentences (1975).wmv
\\amber\Rifftrax\Shorts\MarriageIsAPartnership.mp4,Marriage Is a Partnership (1951).mp4
\\amber\Rifftrax\Shorts\MonkeySeeMonkeyDo.mpg,"Monkey See, Monkey Do (2009).mpg"
\\amber\Rifftrax\Shorts\MrBNatural_Tablet.mp4,MrBNatural_Tablet.mp4
\\amber\Rifftrax\Shorts\MysteriousMessage.wmv,The Mysterious Message (1982).wmv
\\amber\Rifftrax\Shorts\NightBeforeChristmas.mpeg,The Night Before Christmas (2022).mpeg
\\amber\Rifftrax\Shorts\NormanChecksIn.mpeg,Norman Checks In (1984).mpeg
\\amber\Rifftrax\Shorts\NormanChecksIn.mpg,Norman Checks In (1984).mpg
\\amber\Rifftrax\Shorts\NormanGivesASpeech.mp4,Norman Gives a Speech (1989).mp4
\\amber\Rifftrax\Shorts\NormanKrasner_Tablet.mp4,NormanKrasner_Tablet.mp4
\\amber\Rifftrax\Shorts\Nutrition.mpg,Nutrition Nerd (2019).mpg
\\amber\Rifftrax\Shorts\OhBoyBabies.mp4,Oh Boy Babies.mp4
\\amber\Rifftrax\Shorts\OneTurkeyTwoTurkey.wmv,"One Turkey, Two Turkey (1971).wmv"
\\amber\Rifftrax\Shorts\PaperAndI.wmv,Paper and I (1960).wmv
\\amber\Rifftrax\Shorts\PricklyThePorcupine.wmv,Prickly the Porcupine (1955).wmv
\\amber\Rifftrax\Shorts\ReadingFromNowOn.mpg,Reading from Now On (1969).mpg
\\amber\Rifftrax\Shorts\ReadingFromNowOn.wmv,Reading from Now On (1969).wmv
\\amber\Rifftrax\Shorts\ReadOnFromLeftToRight.mp4,From Left to Right (1989).mp4
\\amber\Rifftrax\Shorts\RediscoveryPuppets.mp4,Puppets (1967).mp4
\\amber\Rifftrax\Shorts\RescueMan.mpeg,Rescueman (1982).mpeg
\\amber\Rifftrax\Shorts\rifftrax - a visit to santa .mpg,rifftrax - a visit to santa .mpg
\\amber\Rifftrax\Shorts\rifftrax - Act Your Age .mpg,rifftrax - Act Your Age .mpg
\\amber\Rifftrax\Shorts\Rifftrax - Alcohol Trigger Films .avi,Rifftrax - Alcohol Trigger Films .avi
\\amber\Rifftrax\Shorts\Rifftrax - AquaFrolics.avi,Rifftrax - AquaFrolics.avi
\\amber\Rifftrax\Shorts\Rifftrax - Are All People The Same.mpg,Rifftrax - Are All People The Same.mpg
\\amber\Rifftrax\Shorts\Rifftrax - Are You Popular.avi,Rifftrax - Are You Popular.avi
\\amber\Rifftrax\Shorts\Rifftrax - Bill Of Rights.mpg,Rifftrax - Bill Of Rights.mpg
\\amber\Rifftrax\Shorts\rifftrax - Buying Food .mpg,rifftrax - Buying Food .mpg
\\amber\Rifftrax\Shorts\Rifftrax - Carnivorous Plants.avi,Rifftrax - Carnivorous Plants.avi
\\amber\Rifftrax\Shorts\rifftrax - Christmas Dream.avi,rifftrax - Christmas Dream.avi
\\amber\Rifftrax\Shorts\rifftrax - Christmas Rhapsody.avi,rifftrax - Christmas Rhapsody.avi
\\amber\Rifftrax\Shorts\rifftrax - Coffee House .mpg,rifftrax - Coffee House .mpg
\\amber\Rifftrax\Shorts\Rifftrax - Cooking Terms.mpg,Rifftrax - Cooking Terms.mpg
\\amber\Rifftrax\Shorts\Rifftrax - Cops Who Needs Them.mpg,Rifftrax - Cops Who Needs Them.mpg
\\amber\Rifftrax\Shorts\rifftrax - Cork Crashes And Curiosities  .mpg,rifftrax - Cork Crashes And Curiosities  .mpg
\\amber\Rifftrax\Shorts\Rifftrax - Damaged Goods.mpg,Rifftrax - Damaged Goods.mpg
\\amber\Rifftrax\Shorts\Rifftrax - Dont Be A Bloody Idiot.mpg,Rifftrax - Dont Be A Bloody Idiot.mpg
\\amber\Rifftrax\Shorts\rifftrax - Down And Out .mpg,rifftrax - Down And Out .mpg
\\amber\Rifftrax\Shorts\rifftrax - Drugs Are Like That .avi,rifftrax - Drugs Are Like That .avi
\\amber\Rifftrax\Shorts\Rifftrax - Fad Diet Circus.mpg,Rifftrax - Fad Diet Circus.mpg
\\amber\Rifftrax\Shorts\Rifftrax - Family Teamwork.mpg,Rifftrax - Family Teamwork.mpg
\\amber\Rifftrax\Shorts\Rifftrax - Flying Stewardesses.mpg,Rifftrax - Flying Stewardesses.mpg
\\amber\Rifftrax\Shorts\Rifftrax - Good Eating Habits.avi,Rifftrax - Good Eating Habits.avi
\\amber\Rifftrax\Shorts\Rifftrax - Good Health Practices.avi,Rifftrax - Good Health Practices.avi
\\amber\Rifftrax\Shorts\Rifftrax - Highway Mania.mpg,Rifftrax - Highway Mania.mpg
\\amber\Rifftrax\Shorts\rifftrax - If Mirrors Could Speak .mpg,rifftrax - If Mirrors Could Speak .mpg
\\amber\Rifftrax\Shorts\Rifftrax - It Must Be The Neighbors.avi,Rifftrax - It Must Be The Neighbors.avi
\\amber\Rifftrax\Shorts\Rifftrax - Kitty Cleans Up.avi,Rifftrax - Kitty Cleans Up.avi
\\amber\Rifftrax\Shorts\Rifftrax - Lunchroom Manners.avi,Rifftrax - Lunchroom Manners.avi
\\amber\Rifftrax\Shorts\Rifftrax - Magical Disappearing Money.mpg,Rifftrax - Magical Disappearing Money.mpg
\\amber\Rifftrax\Shorts\Rifftrax - Monkey See Monkey Do.mpg,Rifftrax - Monkey See Monkey Do.mpg
\\amber\Rifftrax\Shorts\Rifftrax - Moose Baby.mpg,Rifftrax - Moose Baby.mpg
\\amber\Rifftrax\Shorts\Rifftrax - More Dangerous Than Dynamite.mpg,Rifftrax - More Dangerous Than Dynamite.mpg
\\amber\Rifftrax\Shorts\rifftrax - one got fat .mpg,rifftrax - one got fat .mpg
\\amber\Rifftrax\Shorts\Rifftrax - Overcoming Fear.mpg,Rifftrax - Overcoming Fear.mpg
\\amber\Rifftrax\Shorts\rifftrax - Parade Of Aquatic Champions.avi,rifftrax - Parade Of Aquatic Champions.avi
\\amber\Rifftrax\Shorts\Rifftrax - Patriotism.avi,Rifftrax - Patriotism.avi
\\amber\Rifftrax\Shorts\Rifftrax - Primary Safety In School.wmv,Rifftrax - Primary Safety In School.wmv
\\amber\Rifftrax\Shorts\Rifftrax - Right or Wrong.avi,Rifftrax - Right or Wrong.avi
\\amber\Rifftrax\Shorts\Rifftrax - Rudolph The Red-Nosed Reindeer.avi,Rifftrax - Rudolph The Red-Nosed Reindeer.avi
\\amber\Rifftrax\Shorts\rifftrax - saftey harm hide at home .mpg,rifftrax - saftey harm hide at home .mpg
\\amber\Rifftrax\Shorts\Rifftrax - Self Conscious Guy.avi,Rifftrax - Self Conscious Guy.avi
\\amber\Rifftrax\Shorts\Rifftrax - Shake Hands With Danger.mpg,Rifftrax - Shake Hands With Danger.mpg
\\amber\Rifftrax\Shorts\RiffTrax - Shorts volume 2\Rifftrax - Are All People The Same.mpg,Rifftrax - Are All People The Same.mpg
