\\amber\Rifftrax\Shorts\ShapesWeLiveWith.mp4,Shapes We Live With (1970) (2).mp4
\\amber\Rifftrax\Shorts\StartingSchool.mp4,Starting School (1973).mp4
\\amber\Rifftrax\Shorts\TheMythsOfShoplifting.mp4,The Myths of Shoplifting (1980).mp4
\\amber\Rifftrax\Shorts\TheNightDraculaSavedTheWorld.mp4,The Night Eats the World (2018).mp4
\\amber\Rifftrax\Shorts\TheRedHen.wmv,The Red Hen (1964).wmv
\\amber\Rifftrax\Shorts\TheToymaker.mpg,The Toymaker (2023).mpg
\\amber\Rifftrax\Shorts\ThisIsHormel.mp4,This is Hormel (1965).mp4
\\amber\Rifftrax\Shorts\TinyAstronaut.mp4,The Tiny Astronaut (1966).mp4
\\amber\Rifftrax\Shorts\ToesTellWhoseShoes.mp4,Juice Escobar feat. 3rd Rell_ Deze Hoes (2014).mp4
\\amber\Rifftrax\Shorts\TommysDay.mp4,Mommy's Day (1997).mp4
\\amber\Rifftrax\Shorts\ToothTruth.wmv,Tooth Truth with Harv and Marv (1990).wmv
\\amber\Rifftrax\Shorts\TotalRiffOffEp4ManVMonster.mp4,Man v. Monster (2011).mp4
\\amber\Rifftrax\Shorts\TotalRiffOffEp5AimalsBehavingBadly.mp4,Total Riff Off Ep 5 Aimals Behaving Badly.mp4
\\amber\Rifftrax\Shorts\UntoTheLeastOfThese.wmv,Unto the Least of These (2008).wmv
\\amber\Rifftrax\Shorts\VisionInTheForest.mpeg,Vision in the Forest (1957).mpeg
\\amber\Rifftrax\Shorts\VisionInTheForest.wmv,Vision in the Forest (1957).wmv
\\amber\Rifftrax\Shorts\WalkingToSchool.wmv,Walking to School (2016).wmv
\\amber\Rifftrax\Shorts\WartyTheToad.mp4,"Warty, the Toad (1973).mp4"
\\amber\Rifftrax\Shorts\WeDiscoverThedictionary.wmv,We Discover the Dictionary (1963).wmv
\\amber\Rifftrax\Shorts\WelcomeBackNorman.mpg,"Welcome Back, Norman (1979).mpg"
\\amber\Rifftrax\Shorts\WhatArelettersFor.wmv,What Are Letters for_ (1973).wmv
\\amber\Rifftrax\Shorts\WhatIsNothing.avi,What Is Nothing_ (1973).avi
\\amber\Rifftrax\Shorts\WhatMakesThingsFloat.wmv,What Makes Things Float_ (1951).wmv
\\amber\Rifftrax\Shorts\WhenShouldGrownupsStopFights.mpeg,When Should Grown-Ups Stop Fights_ (1955).mpeg
\\amber\Rifftrax\Shorts\WilliamFromGeorgiaToHarlem.mp4,William_ From Georgia to Harlem (1971).mp4
\\amber\Rifftrax\Shorts\WillyWhistle.mp4,Lilly White (2018).mp4
\\amber\Rifftrax\Shorts\WithAnAllstarCast.mp4,With an All-Star Cast (1956).mp4
\\amber\Rifftrax\Shorts\YouCanDoSomethingAboutAcne.mpg,You Can Do Something About Acne (1970).mpg
\\amber\Rifftrax\Shorts\YoureTheJudge.mpeg,You're the Judge (1965).mpeg
\\amber\Rifftrax\VOD\Aladdin.mp4,Aladdin (2019).mp4
\\amber\Rifftrax\VOD\AtomAgeVampire.mp4,Atom Age Vampire (1960) (2).mp4
\\amber\Rifftrax\VOD\AttackOfThePuppetPeople.mp4,Attack of the Puppet People (1958).mp4
\\amber\Rifftrax\VOD\AttackOfTheSuperMonsters.mp4,Attack of the Super Monsters (1983).mp4
\\amber\Rifftrax\VOD\BermudaTriangle.mpeg,The Bermuda Triangle (1978).mpeg
\\amber\Rifftrax\VOD\BloodyPitOfHorror.mpeg,Bloody Pit of Horror (1965).mpeg
\\amber\Rifftrax\VOD\BrideAndTheBeast.mp4,The Bride and the Beast (1958).mp4
\\amber\Rifftrax\VOD\BuffaloRider.wmv,Buffalo Rider (1976).wmv
\\amber\Rifftrax\VOD\CityOfTheDead.mp4,City of the Living Dead (1980).mp4
\\amber\Rifftrax\VOD\CurseOfBigfoot.mpg,Curse of Bigfoot (1975).mpg
\\amber\Rifftrax\VOD\CyborgCop2.mp4,Cyborg Cop (1993).mp4
\\amber\Rifftrax\VOD\Dinosaurus.mp4,Dinosaurus! (1960).mp4
\\amber\Rifftrax\VOD\DoubleDragon.mp4,Double Dragon (1994).mp4
\\amber\Rifftrax\VOD\EarthAngel.mp4,Earth Angel.mp4
\\amber\Rifftrax\VOD\FairyKingOfAr.mp4,RiffTrax_ The Fairy King of Ar (2018).mp4
\\amber\Rifftrax\VOD\FangsOfTheLivingDead.mp4,Fangs of the Living Dead (1969).mp4
\\amber\Rifftrax\VOD\FightToWin.mp4,Fight to Win (1987).mp4
\\amber\Rifftrax\VOD\FistOfFury.mp4,Fist of Fury (1972).mp4
\\amber\Rifftrax\VOD\FrankensteinIsland.mpg,Frankenstein Island (1981).mpg
\\amber\Rifftrax\VOD\Fun in Baloonland.mp4,Fun in Balloon Land (1965).mp4
\\amber\Rifftrax\VOD\FutureForce.mpeg,Future Force (1989).mpeg
\\amber\Rifftrax\VOD\GammeraTheInvincible.mp4,Gammera the Invincible (1966).mp4
\\amber\Rifftrax\VOD\GhostHouse.wmv,Ghost House (2017).wmv
\\amber\Rifftrax\VOD\GiantFromTheUnknown.mp4,Giant from the Unknown (1958).mp4
\\amber\Rifftrax\VOD\GumbyTheMovie.mp4,Gumby_ The Movie (1995).mp4
\\amber\Rifftrax\VOD\Guy From Harlem.mp4,The Guy from Harlem (1977).mp4
\\amber\Rifftrax\VOD\HawktheSlayer.mp4,Hawk the Slayer (1980).mp4
\\amber\Rifftrax\VOD\KarateCop.mp4,Karate Cop (1991).mp4
\\amber\Rifftrax\VOD\KillAndKillAgain.mp4,Kill and Kill Again (1981).mp4
\\amber\Rifftrax\VOD\KillersFromSpace.mp4,Killers from Space (1954).mp4
\\amber\Rifftrax\VOD\Ladyhawke.mp4,Ladyhawke (1985).mp4
\\amber\Rifftrax\VOD\LycanColony.mp4,Lycan Colony (2006).mp4
\\amber\Rifftrax\VOD\McBain.mpeg,McBain (1991).mpeg
\\amber\Rifftrax\VOD\Mutant.mpg,Teenage Mutant Ninja Turtles (1990).mpg
\\amber\Rifftrax\VOD\Neutron.mpeg,The Neutron Bomb (2022).mpeg
\\amber\Rifftrax\VOD\Nightmare At Noon.mpeg,Nightmare at Noon (1988).mpeg
\\amber\Rifftrax\VOD\PrisonersOfTheLostUniverse.mp4,Prisoners of the Lost Universe (1983).mp4
\\amber\Rifftrax\VOD\Replica.mp4,Replica (2005).mp4
\\amber\Rifftrax\VOD\RevengeOfDrX.mpeg,RiffTrax_ The Revenge of Doctor X (2012).mpeg
\\amber\Rifftrax\VOD\RobotMonster.mp4,Robot Monster (1953).mp4
\\amber\Rifftrax\VOD\Rollergator.mp4,Rollergator (1996).mp4
\\amber\Rifftrax\VOD\ROTOR.mp4,Rotor (2022).mp4
\\amber\Rifftrax\VOD\SistersOfDeath.mp4,Sisters of Death (1976).mp4
\\amber\Rifftrax\VOD\SorcerersApprentice.mp4,The Sorcerer's Apprentice (2010).mp4
\\amber\Rifftrax\VOD\SuperMarioBros.mp4,Super Mario Bros (1993).mp4
\\amber\Rifftrax\VOD\TheBeastOfTheYellowNight.mp4,Beast of the Yellow Night (1971).mp4
\\amber\Rifftrax\VOD\TheDark.mp4,The Dark Tower (2017).mp4
\\amber\Rifftrax\VOD\TheLastSlumberParty.mp4,The Last Slumber Party (1988).mp4
\\amber\Rifftrax\VOD\TouristTrap.mpeg,Tourist Trap (1979).mpeg
\\amber\Rifftrax\VOD\WarriorsOfTheWasteland.mp4,Warriors of the Wasteland (1983).mp4
\\amber\Rifftrax\VOD\WonderfulLandOfOz.mp4,The Wonderful Land of Oz (1969).mp4
\\amber\Rifftrax\VOD\YorHunterFromTheFuture.mp4,Yor_ The Hunter from the Future (1983).mp4
\\amber\Rifftrax\VOD\ZindyTheSwampBoy.mp4,Zindy the Swamp Boy (1973).mp4
\\amber\Rifftrax\VOD\ZombieNightmare.mp4,Zombie Nightmare (1987).mp4
